,content
30231,i forgot how much i love all these songs on my itunes. i love shuffle  and i love watching the pranks from AP Tour!
12818,@jessiiemcfly oh but that girl  but AIDAN!
13423,ERRG I cant believe that i am not working at all next week i think its time to move on from Chick fil A
30418,happy mom's day  http://plurk.com/p/stsir
22594,Going to bed. Talk to ya later!  goodnight birdies LOL
3380,Cashflow forecasts are fun but big red numbers aren't
39160,@tprettyman ask them what they have done with their lives. be annoying human beings? tell your mama happy mother's day!
5546,http://twitpic.com/66q88 - So....I don't have a PE  but I do have a Pocket Artoo!
11095,I HATE when my alarm doesn't go off
12603,@SEOGoddess thanks I'll check it out! i'll be staying a Thursday night though
7235,I'm off to a fun filled evening at a funeral home ...  Joy.
35261,"@LauraRepetti i tested on an old shirt first, which was good coz they failed, but the two i did properly look awesome"
36141,@thylady yay! welcome to the etsy-seller world
23008,"Up, I slept in till 11.02 !!! Shooting a new vid today"
30463,@NathanGilmer Haha and you should! State pride is important
38544,@strandell that was several days ago! it was great though
26112,The mission to Wales to find the worlds greatest welsh cake with @kendalloneill was a success - as none are better than my nan's
11515,no bbq today  i guess a mini calippo will have to suffice
10481,@DR I'm SO jealous- it's pouring right now
25052,"http://twitpic.com/4jfa8 - my new baby cousin, Olivia. 8 pounds, 19 inches. perfectly adorable."
28001,"@reaching4amomnt it'll be close, but hopefully they can figure it out  they'll be eating nothing but those cookies for the week tho."
2440,http://twitpic.com/666gy - My glass is empty. Will someone be a dear and fetch me another?
28421,@mickster09 You don't have to rub it in.
19497,oh God! Bicycle accident just across the street from our house. I think fatal. Cyclist died near same place 2 yrs ago. We need bike lanes
29146,Watching Die Hard 2. I &lt;333 Jeremy Irons
36015,@poptrashmusic How's your dog?
21516,"@stonesimon Oki doki  You too, laterrrs"
1639,Scary guy on colbert...
31828,Be sure to let the moms you know how fabulous you think they are!!   Almost Mother's Day.
10238,Have to keep bumping the mouse so my computer doesn't go to sleep. No Internet access  No files to work on. Slowest Friday eeeeevvveeerrrr
22365,cooking with my dad  having lots of fun in the kitchen together
39433,"You want ittt, you got ittt!"
6650,"Ben &amp; Jerry's fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message  @cherrygarcia"
31505,@rilwis V?a cï¿½n m?c 800/day t?i qua
18049,@dreamergirl822 it's really gutwrenching.  So sad
39351,"@MacQuid No! Strange, each time we return I feel like I have come home and yet I have no Spanish blood that I know of...."
36028,@blp2008 lol yep  tell rhonda i said happy mother's day!
35993,@lilmisssunstar will do! Tell my mommy I said the same n I love her mucho mucho!
9199,"Schoool needs to end, Work tonight 4 to 8  hittt me up after &lt;3"
9757,@carbyville - Ya but they have to speak to you first to reply to them..
5353,Eatting all these candies I bought from little mexico last night... Charged my ass .50 for swipping my card and it all taste like shampoo
29580,Okay people my fones charged
11085,@Kasey79 I didnt get his  tweet
32987,"@MatthewHass008 Love that she couldn't just stop with one picture! First one is priceless, but the speedo is great, too.  Kudos to mom."
21701,@guybatty Hehe! It is nice down there
23295,"@SonjaNorwood ,,, hey mom,,"
16584,@lucashardy how are you gonna get them? I got bitten
14595,"My sister is having a stupid party &amp;&amp; I wanna hang out with my friends, but hilly won't txt me back..."
37428,Morning all  Up and at the washing machine already!! Going to mum and dads house to get the house ready for wedding day...busy busy busy
27819,@maroon5princess I used to love you lol...so awesome...I knew you'd have an &quot;experience&quot; last night
18992,"@medic60 all work, no play."
23069,Finally was blessed to see the MOON
18969,@norasake Sadly no. It didn't come with one...
2127,Hmmm thinking about taking back that I feel better this morning - I think I spoke to early
31243,Bioshock is as fantastic as the first time I played it. Now sleep then more Bioshock tomorrow
29964,Woo hoo party over here. Its gonna be fun
29896,Happy Mothers May to my Mak   Love you always! XOXO.
14490,@hummingbird604 @brendonjwilson @gregeh But @LeftCoastMama is right: This is like the Cape Breton coal mines but ++. No lessons learned.
426,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all."
620,@AshleighRyder I knooww  &amp; my hot water bottle iss in whangamata without me. ahhhhh
37613,had the BEST Italian meal EVER last night! twas godly! i thinks we may get our kitty cat today
29361,Awe My Mommy Just Said She Loves The Cat  Meow. Apparentlly The Cat Cried When HE Was Born.
36391,@darealTinaT thank u
23381,"@Rupert_Grint About the dog thingy, an adorable golden retriever would be awesome !  Or a husky, too. x"
3986,@WerewolfJacob Thank you for the shout out..when you get time to chat with me come back! I miss you terribly
6851,wishing i was on a beach right now!!
21644,They are unloading a Leopard Tank just next to my office window. Hope I didn't piss off anyone
10969,http://twitpic.com/677bi - IVA!!!! i already miss yoo my sweet  xx
5711,I am sooo tired
26150,"@JC_Live That's what I want. More the better. Bound to be a few bad eggs though, but they will soon learn."
3934,"trying to wake up, but is finding it very hard"
13362,@tommcfly i hate feeling like this
11113,@SophieeeeLouise How do you vote? I'm on the website but can't find how to vote.
14923,gets to get up at 8am tommorow to collect money for Relay for Life! Yay Me! I do not want to get up
3395,Happy Grey's day everyone! Oh I miss Grey's!!
1103,@tanyaDlove whats up? im sad  you didnt text today.
6802,@kelseyrose56 I WISH YOU WERE GOING TOO!  are you still coming to nicoles preprom? @nicolesx319 Can't wait for preprom!!!!
10011,I need hugs from Joe Jonas
30858,@StickySoyChai well that propels people to change direction. No point wasting your days on something you lost the passion for.
33018,@biancamichellee haha kk tell me when u remember
36483,"Ordering pizzas, watching Diggnation, trying out Tweetdeck. All is good"
18044,all alone on a friday night
20337,"@andrewagarcia That's what's up hah. I'm great, thanks  Just waiting for all the craziness to take off."
4443,wants to be sunbathin!!
20064,Grand Indonesia with mom n sisters...
38478,Love &quot;good girls go bad&quot;
32016,"@EPLisa diapers??  Feeding?  Cooking?  I don't do any of that stuff!!!  Hahaha... yeah, right!  Sounds like a normal day for me."
5389,I don't think I'm very well. Just in time for the weekend
38675,"@monabarry yeah whatever, so that means he was chatting about me all night then, lol"
14795,@misscherrypie  I wish you could get back in yours!! I'm thinking only 16 hours a week out of the bubble would be okay?!
23782,"@TheMakeupMuse I'm definitely make-up challenged. So, curling lashes and 'tined' moisturiser? Does this tip come with a glossary?"
28563,Sitting at home watching ATL for the 2 time todayy  Waiting for Jess to come at like 630 then go get Marg and head out later to Second Sat
7421,Follow Friday @msveracity b/c she needs more followers
2721,"Damn, got Chili Beans on my shirt  I hate that I can be a messy eater. Such a lady!"
33328,I have been married 1 year to the most wonderful man
36446,@djenemyofnts @NemoIsBack @JPMizDELiCiOUS Goodnite sexy twiggas
23501,@AandDfilms OMG rated 10 stars
178,my last tweet didn't send  bad phone
3990,just starting my day...a long Friday
38150,Mother's Day - cherrylolita: Thatï¿½s not true. My bad - I didnï¿½t check it  Thank you  http://tumblr.com/xxv1qz4ge
15657,At the park!  Its raining!
39228,@codepo8 I must admit when i first saw that name posted i thought it was an exploit attempt
18988,@angellr Busy but fantastic. Tried to unplug for a few days.   Thank you for the FF!!
23622,"I think Tania is too cute, too nice  I love her! &lt;3"
3124,Hates headaches! Maybe I'm not ready to rock
38939,had an awesome time with @spotspot85 and @xerovoltage
20098,cleaning cleaning cleaning today then working out!  i love not working!
12572,I ran out of white and yellow oil paint   I may have to add &quot;Utrecht run&quot; to my list.
4471,the puppy shall loose his um... manly parts today  poor guy....
29461,"@Liza_L Thanks,I think your the first girl to say that...besides my mom"
35952,@juleswriteslove you're absolutely welcome.  i love you too and am happy i was able to help make that moment happen.
14494,cof Cof Cof!
31974,Falling asleep while listening to James Taylor
28164,"@GaryED46 I'm supposed to be bug fixing, and I'm Twittering, too. It's not good enough. It's Twitter or work. Bug fixing will have to go."
22591,The wedding couldn't have been more perfect
19998,And other girls come over... And my boyfriend forgets that I'm here
37190,@ElvenstarArt Great !!! Your book looks fantastic ? I want it
30603,Is it possible to pass out he your laying down? Bed soon if i can sleep &lt;3
27183,Got Six Feet Under series 1 on DVD
20599,@dannnnnniiiie lol brandy and mr whiskers is on
5979,I REALLY  should have gone to the Chiropractor this week . . And today  my neck hurts so bad
28010,@DesiznTech thanks  glad you like it
16239,Sadness  The top horde guild that I liked disbanded.
3140,"@pete too early I'm afraid  op to take screw out week Tuesday. The family will going off, I'll me looking fir that Guinness ;)"
32634,"gonna head to bed then work, then moncton to see Jill"
22837,Money Laundering tip 5 - Sell the business or constructed hotel etc and take possession of your now clean money
34604,so bryan was at the sweet 15 and i didnt think we were gonna talk but towards the end of the night we talked
5098,Pshh i dont have it
23610,apparently it's starwars day today  I like this . Shame I have revision though.
18595,Watching &quot;P.S. I love you&quot;. Eating chinese food. What else is there to do when you're home alone on a Friday night!
27907,"Hell, my iTunes music library is even bipolar!"
4516,will not be home til 10 pm tonight
39122,Off to have a sumptuous Mexican meal!
2083,"@TheLastDoctor He was creepy for me at first, but I did really grow to like him. I cried like a baby when he and Tosh died."
34146,On my way to see diplo with my girl kathryn at smartbar!
33969,@Whitney0925 You be a good girl Whitney
23835,Happy Star Wars Day
38627,"@eimajuno Hey, you don't have to be sorry! Absolutely understandable; I was just poking at you a little."
31995,"@TheRaj I kind of figured. He'd probably be unable to reason out why a lot of the things in manga happen, or the way they happen."
32756,Btw; happy mothers day! This week its all about my momma; mothersday dinnner-birthday dinner-surprise bday party
1281,omg!!! mcdonalds combo and wendys sundae = puke material
28099,@SnappyTouch Someone hardcoded 650mb into my brain back in the 90s
17940,i hate stupid boys! arrgh
9437,Wow it's definitely Friday- the gym is completely empty! What to do? I'd like to play the wii but I guess I'll vacuum
31071,@mattlogelin http://twitpic.com/4wb52 - Such a pretty baby!
20620,@ihatemornings great show on Friday champ. Enjoyed it
12668,At the pub with the dog but seems to have misplaced friend with drinks
19555,@BMatt95 ohhh. hm. I don't want to screw mine up
84,@artfuldodga I love those 'it'sakey' USB sticks. We only have the 4GB in Australia
35677,"@Lotay haha im jewish, i love that one"
36077,@Kool_Aid16 Goodnight!
17670,@loonyboi You rule for doing this! I bought the second game at full price and lost it in a move.
