,content_mod
28000," slaying dragons & rescue innocents, this could be a good life movie   make sure to take a camara and film!!!!   "
3339, no one to rub it in   
10932,dreading the weekly grocery shopping.   
39811,"morning all, finally got to stream media from pc to ps3 via wireless router, much easier than using a usb dongle, ah, techy simplicity.   "
38152,noghty night twitterific twitter tweeting pals   
21058, yeah dropped the bike yesterday.leg got caught below the engine.bikes not got a mark on it mind   i'm trying to avoid stairs lol   
2450,i am soooo  right now!   
25761,in paris till friday!!   
38090,just got back from a run & i'm feeling grrrrrreeeeeaat!!!   
38276," are you getting my messages or do you have to add me to recieve them, soz i'm new to this   "
37608,ooopps over slept. is it really 10am? best get up then and get my shizzle in gear   
29226, following them all... you're creating a little flock of paddling twitterers...   
3592,"i hate the fact that it is so nice outsidee, and im inside doing revisionn   "
19205,just got to the gym but w/no energy   
22038,i just woke up and remembered theres no school!!! life is good  xxxxxx   
6090,oh. i am just so tired.   
36640, pictures ross.   
24417," we welcome you, taylor ) although it's raining :// can't wait for your concert  x   "
33016,  trudat... i even have my own peppermint syrup from starbucks.   
31409, lmao i'm glad you guys liked it   
8176,why doesn't mcdonald's make pineapple pies?   
28520,going to the lumberjack party   
26221, oh it was marathon sex? mahasha   
29004, thanks  #sigjeans   
8257," unfortunately, i didn't do it on purpose - itunes shuffle did it. it followed up with dreadzone, so no life-ruin music-trauma.   "
23866, we said anyone could write one...those special 10 selected are - of course - chosen because they are outstanding!   
39357, lol event management. no prerequisites   
23529," i also want to attend the tafe gig  i asked mum about soundwave and she was like, hmmm possibly. which probably means yes.   "
16209, hope you feel better soon.   
38309,"omg,... just had the best roast ever! but now im full haha,..   "
37437, a pretty black top with flowers in pink hues   
7152, wow! some person u are!   
13929, why go winchester when my sister doesnt go there any more!   bad times.. x   
16403,change of plans. i am staying in brandon.  no papaya salad for me.   
26645,  i hate it there should be a endless supply of hot water!  i put the water heater on 20mins ago so ill be gone in 10mins  xx   
4761, i think so hahah geez lady 3 hours ago?? go to bed!! lack of sleep is bad for your skin!   
6147,listening to the legally blonde musical soundtrack. lamenting not going anymore. perhaps i will buy a nosebleed seat and go alone.   
3338,omg. cat had a hairball. awake now.   
13576,too busy at work today to trash the cubes of vacationing team members   
6087, don't leave forever! we'll miss you too much   
28945, not having your lights on concerns me! lol! stay safe!   
18236,": what a cute pic of the girls, and so vibrant.  i didn't get anything cpeven close.   "
36806, i honestly hope the theatre gets hit by a meteor before you get there   
37993, quaver sandwiches  and tea.   
11805, i'm not comfortable with this announcement.   
2029,"hmm. i'm disappointed. i made 2 servings, and i am only able to enjoy one because my stomach is now full  wishing i had company to help.   "
18282,driving home to trade cars  hopefully it makes it!    
8744,feeling bad for  profile pic   
39824,"watching click, they are talkin about twitter and celebritytweet  im just gonna get ready for work   "
19500,i'm bored. no internet. i haven't made it downtown or to the beach yet.   
31003,such a fun night with bekah just talkin and stuff. wuv her   
32230, that's awesome. biking is an underappreciated activity these days.   
13820," no money atm, plus i did that trial so i don't know if it would let me play without buying that new exp   "
1786, i get good download speed only when no one else is using the connection   
27310,. well gotdamn girl!!! i dont know what else!!!!  i'm sleepy again! grrr   
37422," loving the shoes perez, looking fine as always  oh,and lady gaga, what can i say. outstanding!   "
7927, britta says she wants to have lunch with you too   
35540, !!! tell everyone i say hello   
11971,school is finally over no more test or work yes!!!!!!! but im gunna miss alot of ppl   
14511, sorry. not unemployed.   
22740, george b shaw apparently wrote 2000 words a day. sure practice works- the more you do the more it comes as 2nd nature   
3085,i thought when u go #2 your tummy is supposed to feel better not worse   
2074," noooo i'll miss you too much!  i went stag to my prom and all the high school and middle school dances, if that helps. >_>   "
14325,doh. in a rush to get to the puma open and i just got pulled over. so sad.   
25200," good afternoon, hope you have a great week   "
31013,"making a video for hitrecord... hope it comes out well, it'll be my first record   "
6422, i know! i miss her...   
15837, screenshots? can't give you any other kind of preview - you'd need vpn access  ...ya wanna?   
24212, hi jakki! thanks for the hug - right back at ya   
12114, are you on about bgt im not watching it tonight i cba  my mates where on it on tuesday  xx   
10741,the most painful sound in the world to me is the crying of someone i love. what's worse is i can't even hold them and say i'm sorry   
10221, any chance of seeing you at a race in germany? unfortunately hardly any tv & news coverage of cycling here anymore!   
1149,"the swine flu is in robina, gold coast   "
39728,is it ok to send iflowers to your mom for mother's day trough this iphone app?    
2364, oh well.  i've never seen him do anything before so i'm not gonna say anything.   
4338,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes   
22874,ie8 nearing 6% according to my stats. ff 3.0.10 adoption rate amazes me   
28137, what kind of help do you need with machine embroidery?  i may bea able to help   
5732, ooo you is back!  good time? and argh! it hurtssssssssssssssssssssssssssssssssss!  xx hate headaches!   
21287,  i would love to come visit you in korea.. next flight that is under 100 i am there!   
20914, journey!? wow... u just became cooler.  hehe... (is that possible!?)   
38213,happy mother's day    
8996,wants to meet bill   
38879, congrats sarah!!!!! thats awsum   
6049,i hope i can find a store to take us   
21148, welcome to twitter... it's about time!   
6589, i spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. we should have had a bbq today   
6641,"i thought follow friday was about gaining new friends, not losing them.   "
30858, well that propels people to change direction. no point wasting your days on something you lost the passion for.   
20819,"goodmorning tweedles  very happy mood, i think i will always be after this past weekend. lol vids of the 'beyonce weeknd' coming soon.   "
8584,yeah i think i touched something that had mikes germs on it because i have a sore throat now  dammit i knew i should have not gone there!   
16055," awww poor jayk. :[ try to make the drive fun.and eat something soon!have a great show tonight i wish i could go,i live too far   "
15879,looking for a vibrating phone is like trying to find a feeling.   
11455,"sitting in an almost empty dorm, waiting for jordan to come to take some last things and say good bye. he graduates tomorrow.   "
8643,i think i'm gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy   
5648, bored in class. i wanna go home.   
